objectid,cdmid,title,date,year,index_description,headlines,subject,cdm_pdf_link
arg-1963-02-12,3197,"February 12th, 1963",1963-02-12,1963,"Lewis-Clark Normal School (pg 1, c3) | Name change (pg 1, c7) | University of Idaho vs. Oregon (pg 4, c3) | Varsity team vs. University of Oregon, Eugene. Photo (pg 4, c6)",,Lewis-Clark Normal School; Idaho State University; Swimming; Basketball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3197/filename/arg-1963-02-12.pdf
arg-1963-02-15,9856,"February 15th, 1963",1963-02-15,1963,"Birthday (pg 3, c3) | Campus chest (pg 1, c5) | Lewis-Clark Normal School (pg 1, c6) | Mississippi legislator. Photo (pg 1, c5) | Name change (pg 1, c6) | SUB dedication. (pg 1, c4) | Territorial centennial issue (pg 1, c0)",,"Spurs; Campus chest; Lewis-Clark Normal School; Marks, Sutton; Idaho State University; Armstrong, Louis; The Idaho Argonaut",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9856/filename/arg-1963-02-15.pdf
arg-1963-02-19,3200,"February 19th, 1963",1963-02-19,1963,"College Bowl' television show (pg 1, c5) | ASUI-Elections (pg 1, c8) | Campus chest (pg 3, c4) | Freshmen team vs. North Idaho Junior College (pg 6, c3) | Meets (pg 6, c4) | Northwest NCAA meet (pg 6, c3) | SUB dedication. Photo (pg 1, c4) | Varsity team vs. Idaho State College (pg 6, c1)",,"College Bowl' television show; ASUI-Elections; Campus chest; Basketball; Swimming; Skiing; Armstrong, Louis; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3200/filename/arg-1963-02-19.pdf
arg-1963-02-26,3213,"February 26th, 1963",1963-02-26,1963,"Big Sky Conference (pg 1, c1) | Elections. Photo (pg 1, c7) | Faculty, Commandant, Army ROTC. Superintendent of off-campus housing. Photo (pg 1, c1) | Formerly religions evaluation week (pg 1, c2) | Freshmen team vs. WSC freshmen (pg 4, c6) | Lewis-Clark Normal School (pg 1, c3) | Photo (pg 1, c6) | Search for new conference following the dissolution of the Pacific Coast Conference (pg 1, c1) | University of Idaho vs. WSC (pg 4, c6) | Varsity team vs. Seattle University (pg 4, c1) | Varsity team vs. University of Washington (pg 4, c1)",,"Big Sky Conference; Associated Women Students; Hudson, Charles F.; Religion in Life conference; Basketball; Lewis-Clark Normal School; ASUI-Elections; Athletic conference; Swimming; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3213/filename/arg-1963-02-26.pdf
arg-1963-03-01,9857,"March 1st, 1963",1963-03-01,1963,"ASUI drama (pg 3, c5) | ASUI-Elections (pg 1, c7) | Elections. Photo (pg 1, c3) | Formerly religions evaluation week (pg 1, c5) | Lewis-Clark Normal School (pg 1, c0)",,J. B. '; ASUI-Elections; Associated Women Students; Religion in Life conference; Lewis-Clark Normal School,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9857/filename/arg-1963-03-01.pdf
arg-1963-03-05,3199,"March 5th, 1963",1963-03-05,1963,"ASUI drama. Photo (pg 3, c4) | ASUI-Elections (pg 1, c3) | Basketball M.V.P. Photo (pg 1, c1) | Freshman team vs. Gonzaga junior varsity (pg 6, c4) | Freshmen team vs. North Idaho Junior College (pg 6, c4) | Jay Gano award. Photo (pg 1, c1) | Meets (pg 6, c1) | Oz Thompson Award. Photo (pg 1, c1) | Photos (pg 4, c1) | Varsity team vs. Gonzaga University (pg 6, c1) | Varsity team vs. Montana State College. Photo (pg 6, c1)",,"J. B. '; ASUI-Elections; Johnson, Gus; Basketball; Swimming; Basketball; ASUI-Elections; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3199/filename/arg-1963-03-05.pdf
arg-1963-03-07,3201,"March 7th, 1963",1963-03-07,1963,"Debate - Linfield College Annual meet (pg 1, c4) | Executive board, 1962. ASUI vice-president. Photo (pg 1, c1) | Executive board, ASUI president. Photo (pg 1, c1) | Executive board. Photo (pg 1, c1) | Gifts to University of Idaho (pg 2, c4) | Photos (pg 1, c1)",,"Debate - Linfield College Annual meet; Whiting, Carvel; Frates, Bill; Evans, Mary Lynne; Finney, Marlene; Johannesen, Carl; Johnston, Jim; Lindsay, David O.; Longeteig, Bill; Scheel, Jim; Sherman, Jay; Weatherbie, Ken; Gifts to University of Idaho; ASUI-Elections",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3201/filename/arg-1963-03-07.pdf
arg-1963-03-12,3202,"March 12th, 1963",1963-03-12,1963,"ASUI drama. Photo (pg 1, c1) | Basketball (pg 4, c4) | Campus literary magazine (pg 1, c4) | Community concert (pg 1, c8) | Debate. Photo (pg 1, c6) | Freshman week (pg 1, c1) | Varsity team vs. Seattle University (pg 4, c1) | Varsity team vs. University of Washington (pg 4, c1)",,J. B. '; Basketball; 'I' magazine; 'Rogoletto'; Glasgow University; Freshman week; Basketball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3202/filename/arg-1963-03-12.pdf
arg-1963-03-15,3203,"March 15th, 1963",1963-03-15,1963,"Budget-Idaho legislature allowance to U of I (pg 1, c8) | Community concert (pg 1, c1) | Freshman women's scholastic honorary. (pg 3, c4) | Gifts to University of Idaho (pg 4, c7) | Lewis-Clark Normal School (pg 4, c0) | Photo (pg 1, c1) | Photo (pg 1, c4)",,Budget-Idaho legislature allowance to; 'Rogoletto'; Alpha Lambda Delta; Gifts to University of Idaho; Lewis-Clark Normal School; Freshman week; Miss University of Idaho contest,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3203/filename/arg-1963-03-15.pdf
arg-1963-03-19,3204,"March 19th, 1963",1963-03-19,1963,"ASUI drama. Photo (pg 1, c4) | Blue Key -Talent show (pg 1, c7) | Head Basketball coach, 1960-1963 (pg 1, c7) | Tug of war. Photo (pg 1, c1)",,"J. B. '; Blue Key -Talent show; Cipriano, Joe; Freshman week",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3204/filename/arg-1963-03-19.pdf
arg-1963-03-22,3205,"March 22nd, 1963",1963-03-22,1963,"College Bowl' television show (pg 1, c1) | High school. Photo (pg 1, c1) | Photo (pg 1, c5) | Search for replacement (pg 6, c8) | State Idaho Loyalty Oath (pg 1, c7) | Student wages (pg 1, c8) | Tuition fees (pg 1, c3)",,College Bowl' television show; Annual journalism conference; Blue Key -Talent show; Basketball coach; State Idaho Loyalty Oath; Student wages; Tuition fees,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3205/filename/arg-1963-03-22.pdf
arg-1963-03-26,3206,"March 26th, 1963",1963-03-26,1963,"ASUI. Formed fall, 1960 (pg 1, c2) | Clarkston invitational (Banana Belt) (pg 4, c3) | Engineers ball (pg 1, c1) | Faculty (pg 3, c6) | High school. Photo (pg 1, c7) | Photo (pg 1, c7) | Photo (pg 3, c5) | Varsity team vs. College of Basin Jr. College. Photo (pg 4, c1) | Washington State College intercollegiate invitational meet (indoor) (pg 4, c4)",,"Public Relations Department; Golf; Engineers ball; Klages, K.H.; Annual journalism conference; Dunn, Bruce; Lambda Chi Alpha - Crescent girl; Baseball; Track",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3206/filename/arg-1963-03-26.pdf
arg-1963-03-29,3207,"March 29th, 1963",1963-03-29,1963,"Photo (pg 1, c5) | Photo (pg 5, c5) | State Idaho Loyalty Oath (pg 1, c4) | Varsity team vs. Montana State College (pg 6, c1) | Women journalism honorary. Photo (pg 3, c4)",,Miss University of Idaho contest; Dames Club; State Idaho Loyalty Oath; Baseball; Theta Sigma Phi,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3207/filename/arg-1963-03-29.pdf
arg-1963-04-02,3208,"April 2nd, 1963",1963-04-02,1963,"College Bowl' television show (pg 6, c7) | AWS president. Miss U of I. Photo (pg 6, c3) | NCAA finals (pg 3, c7) | NCAA national finals (pg 3, c5) | Photo (pg 6, c3) | Varsity team vs. Washington State University (pg 3, c1)",,"College Bowl' television show; Moore, Idora Lee; Swimming; Skiing; Miss University of Idaho contest; Baseball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3208/filename/arg-1963-04-02.pdf
arg-1963-04-16,3209,"April 16th, 1963",1963-04-16,1963,"Dean of the College of Education. Photo (pg 1, c7) | Delta Sigma Phi (pg 3, c1) | Faculty, Department of Art, U of I (pg 1, c1) | New sorority house. (pg 3, c1) | Photo (pg 1, c5) | Photo (pg 1, c6) | Search for replacement (pg 4, c7) | University of Idaho Varsity vs. Seattle Pacific University (pg 4, c2) | University of Idaho vs. Portland University (pg 4, c2) | University of Idaho vs. Seattle University (pg 4, c2) | University of Idaho vs. University of Washington (pg 4, c2)",,"Samuelson, Everett V.; Delta Sigma Phi; Kirkwood, Mary; Alpha Chi Omega; College Bowl' television show; Blood drive; Basketball coach; Tennis; Track; Tennis; Tennis",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3209/filename/arg-1963-04-16.pdf
arg-1963-04-19,3210,"April 19th, 1963",1963-04-19,1963,"ASUI-Budget (pg 5, c4) | Big Sky Conference (pg 6, c2) | Junior-Senior ball (Prom) (pg 4, c1) | Model United Nations (pg 1, c1) | Photo (pg 1, c7) | Sigma Delta Chi (pg 4, c4) | University of Idaho Board of Regents (pg 1, c1)",,ASUI-Budget; Big Sky Conference; Junior-Senior ball (Prom); Model United Nations; College Bowl' television show; Sigma Delta Chi; University of Idaho Board of Regents,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3210/filename/arg-1963-04-19.pdf
arg-1963-04-23,3211,"April 23rd, 1963",1963-04-23,1963,"College Bowl' television show (pg 1, c7) | Children's Theater (pg 3, c6) | Faculty promotion (pg 1, c1) | Freshmen team vs. NIJC (pg 4, c7) | Head basketball coach (pg 4, c2) | Model United Nations (pg 1, c3) | Public events speaker. Photo (pg 1, c1) | State Idaho Loyalty Oath (pg 1, c7) | University of Idaho vs. University of Washington (pg 4, c1)",,"College Bowl' television show; 'Cinderella'; Faculty promotion; Baseball; Goddard, Jim; Model United Nations; Ley, Willie; State Idaho Loyalty Oath; Baseball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3211/filename/arg-1963-04-23.pdf
arg-1963-04-26,3212,"April 26th, 1963",1963-04-26,1963,"Children's theater (pg 1, c1) | Gifts to University of Idaho (pg 5, c1) | Golf (pg 6, c2) | Junior-Senior ball (Prom) (pg 1, c1) | Ley, Willie (pg 1, c6) | Marriage lecture series (pg 1, c6) | Phi Beta Kappa (pg 1, c7) | Spring tour (pg 1, c1) | State Idaho Loyalty Oath (pg 1, c3) | University of Idaho vs. University of Washington (pg 6, c1) | University of Idaho vs. Washington State College (pg 6, c3)",,"'Cinderella'; Gifts to University of Idaho; Golf; Junior-Senior ball (Prom); Ley, Willie; Idaho Institute of Christian Education; Phi Beta Kappa; Vandaleers; State Idaho Loyalty Oath; Baseball; Tennis",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3212/filename/arg-1963-04-26.pdf
arg-1963-04-30,3214,"April 30th, 1963",1963-04-30,1963,"Debate - Pacific Forensic League (pg 1, c7) | Debate - U of I vs. Montana University (pg 1, c7) | Forestry week (pg 1, c6) | Independent halls representative council. Photo (pg 1, c1) | Junior-Senior ball (Prom) (pg 1, c3) | University of Idaho vs. Idaho State University (pg 4, c3) | University of Idaho vs. University of Washington (pg 4, c1) | Varsity team vs. University of Oregon (pg 4, c1)",,Debate - Pacific Forensic League; Debate - vs. Montana University; Forestry week; Residence hall council; Junior-Senior ball (Prom); Track; Baseball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3214/filename/arg-1963-04-30.pdf
arg-1963-05-03,3215,"May 3rd, 1963",1963-05-03,1963,"College of Engineering. Photo (pg 1, c4) | KUOI (pg 1, c1) | Model United Nations (pg 1, c2) | Photos (pg 5, c0) | State Idaho Loyalty Oath (pg 1, c8) | Varsity team vs. Oregon State College (pg 8, c1)",,Nuclear reactor; KUOI; Model United Nations; University of Idaho - Research; State Idaho Loyalty Oath; Baseball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3215/filename/arg-1963-05-03.pdf
arg-1963-05-07,3219,"May 7th, 1963",1963-05-07,1963,"Alpha Kappa PSI (pg 4, c5) | Freshmen team vs. WSU (pg 4, c4) | National scholastic honorary (pg 1, c7) | Photos (pg 1, c4) | R.O.T.C. - spring review (pg 1, c7) | Spring (pg 4, c6) | State Idaho Loyalty Oath (pg 1, c1) | University of Idaho vs. Utah State, Montana State University (pg 4, c1) | Varsity team vs. Washington State University (pg 4, c1)",,Alpha Kappa PSI; Baseball; Phi Kappa Phi; May fete; R.O.T.C. - spring review; Football; State Idaho Loyalty Oath; Track; Baseball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3219/filename/arg-1963-05-07.pdf
arg-1963-05-10,3294,"May 10th, 1963",1963-05-10,1963,"Freshman women's scholastic honorary. (pg 1, c2) | Freshmen's scholastics honorary. Initiates (pg 1, c2) | Photo (pg 1, c1) | Photo (pg 3, c4) | Photos (pg 1, c4) | Religions census (pg 5, c0) | Staff (editor). Photo (pg 1, c1) | State Idaho Loyalty Oath (pg 1, c1) | Varsity team vs. Washington State University (pg 8, c3)",,Alpha Lambda Delta; Phi Eta Sigma; KUOI; Delta Sigma Phi dream girl; May fete; Religions census; Gem of the Mountains; The Idaho Argonaut; State Idaho Loyalty Oath; Baseball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3294/filename/arg-1963-05-10.pdf
arg-1963-05-14,3362,"May 14th, 1963",1963-05-14,1963,"Photo (pg 1, c1) | Spring (pg 4, c6) | State Idaho Loyalty Oath (pg 1, c6) | U of I vs. Gonzaga (pg 4, c3) | U of I vs. WSC (pg 4, c3) | University of Idaho vs. Gonzaga (pg 4, c3) | Varsity team vs. University of Oregon (pg 4, c4) | Washington State University (pg 4, c3)",,May fete; Football; State Idaho Loyalty Oath; Golf; Tennis; Baseball; Tennis,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3362/filename/arg-1963-05-14.pdf
arg-1963-05-17,3234,"May 17th, 1963",1963-05-17,1963,"Associated Women Students (pg 1, c1) | Freshmen team vs. WSU (pg 6, c3) | Fulbright fellowship (pg 4, c4) | R.O.T.C. - Curriculum change (pg 1, c7) | R.O.T.C. - spring review (pg 1, c6) | Tapping and initiation (pg 3, c8)",,"Associated Women Students; Baseball; Harris, Brain; R.O.T.C. - Curriculum change; R.O.T.C. - spring review; Spurs",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3234/filename/arg-1963-05-17.pdf
arg-1963-05-21,3246,"May 21st, 1963",1963-05-21,1963,"Far West meet (pg 4, c5) | Freshmen team vs. NIJC (pg 4, c1) | Golf (pg 4, c3) | Initiates and tapping (pg 1, c1) | Pansy breakfast (pg 3, c6) | Photos (pg 1, c1) | Spring (pg 4, c1) | Varsity team vs. Oregon State University (pg 4, c4)",,Track; Baseball; Golf; Sigma Tau; Delta Delta Delta; R.O.T.C. - spring review; Football; Baseball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3246/filename/arg-1963-05-21.pdf
arg-1963-05-24,3251,"May 24th, 1963",1963-05-24,1963,"Blue key - Initiates, Tapping (pg 1, c6) | Commencement exercises (pg 1, c8) | Head of Mathematics. University of Idaho. (pg 1, c1)",,"Blue key - Initiates, Tapping; Commencement exercises; Sagan, Hans",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3251/filename/arg-1963-05-24.pdf
arg-1963-05-28,3253,"May 28th, 1963",1963-05-28,1963,"Graduates (pg 7, c0) | Photos (pg 1, c7) | State Idaho Loyalty Oath (pg 1, c4) | Summer theater (pg 5, c4) | Top news story of the year. Top editorials (pg 3, c1) | Women's hours (pg 1, c1)",,Graduates; Commencement exercises; State Idaho Loyalty Oath; Summer theater; The Idaho Argonaut; Women's hours,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3253/filename/arg-1963-05-28.pdf
arg-1963-09-20,3265,"September 20th, 1963",1963-09-20,1963,"Dad's day (Parent's day)` (pg 1, c7) | List of pledges (pg 1, c4) | New addition and remodeling (pg 3, c5) | New student week (pg 3, c4) | R.O.T.C. - Curriculum change (pg 2, c6) | Student housing (pg 3, c1) | Track and Cross-country coach (pg 1, c4)",,"Dad's day (Parent's day)`; Women's rush; Student union building; New student week; R.O.T.C. - Curriculum change; Student housing; McFarlane, Doug",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3265/filename/arg-1963-09-20.pdf
arg-1963-09-27,3270,"September 27th, 1963",1963-09-27,1963,"Department of Home Economics (pg 4, c5) | Faculty appointments (pg 2, c3) | Faculty appointments (pg 4, c3) | Faculty appointments (pg 5, c2) | Grant to Home Economic Department (pg 4, c5) | Head, Mathematics Department (pg 2, c3) | List of pledges (pg 1, c1) | U of I vs. Fresno State. Photo (pg 6, c0)",,"Department of Home Economics; Faculty appointments; Faculty appointments; Faculty appointments; Nicolis, Mary Hall; Cambell, Howard E.; Men's rush; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3270/filename/arg-1963-09-27.pdf
arg-1963-10-01,3271,"October 1st, 1963",1963-10-01,1963,"Enrollment - University of Idaho (pg 1, c7) | New student week (pg 1, c1) | R.O.T.C. - Curriculum change (pg 1, c7) | Straight 'A' students listed (pg 2, c6) | Student - Faculty retreat (pg 1, c4) | University of Idaho vs. University of Utah (pg 4, c1)",,Enrollment; New student week; R.O.T.C. - Curriculum change; Grades; Student - Faculty retreat; Football,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3271/filename/arg-1963-10-01.pdf
arg-1963-10-04,3279,"October 4th, 1963",1963-10-04,1963,"ASUI drama (pg 1, c1) | Photo (pg 1, c7) | R.O.T.C. - Curriculum change (pg 1, c4)",,A Thurber Carnival'; Student - Faculty retreat; R.O.T.C. - Curriculum change,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3279/filename/arg-1963-10-04.pdf
arg-1963-10-08,3288,"October 8th, 1963",1963-10-08,1963,"Burning Stake' coffee house (pg 3, c1) | Football - Freshman (pg 4, c3) | Homecoming (pg 1, c4) | KUOI (pg 1, c1) | Student - Faculty retreat (pg 1, c6) | University of Idaho vs. University of Missouri (pg 4, c1)",,Burning Stake' coffee house; Football - Freshman; Homecoming; KUOI; Student - Faculty retreat; Football,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3288/filename/arg-1963-10-08.pdf
arg-1963-10-11,3290,"October 11th, 1963",1963-10-11,1963,"ASUI concert. Photo (pg 1, c6) | Homecoming (pg 1, c1)",,"Mancini, Henry; Homecoming",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3290/filename/arg-1963-10-11.pdf
arg-1963-10-15,3299,"October 15th, 1963",1963-10-15,1963,"ASUI concert. Photo (pg 1, c8) | Borah Conference (pg 1, c2) | Photo (pg 1, c1) | Sponsored by Spurs (pg 1, c1) | University of Idaho vs. University of Oregon (pg 4, c1)",,"Mancini, Henry; Borah Conference; Homecoming; Nickle Hop; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3299/filename/arg-1963-10-15.pdf
arg-1963-10-18,3310,"October 18th, 1963",1963-10-18,1963,"Graduate school (pg 1, c5) | Photos (pg 1, c3) | Queen. Photos (pg 1, c3)",,Graduate school; Homecoming; Homecoming,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3310/filename/arg-1963-10-18.pdf
arg-1963-10-22,3312,"October 22nd, 1963",1963-10-22,1963,"Photo (pg 1, c1) | Photos (pg 1, c6) | UI vs. College of Pacific. Photo (pg 4, c1)",,Borah Conference; Homecoming; Football,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3312/filename/arg-1963-10-22.pdf
arg-1963-10-25,3317,"October 25th, 1963",1963-10-25,1963,"Borah Conference (pg 4, c6) | Idaho editors and publishers conference (pg 1, c8) | New addition and remodeling. Photo (pg 1, c1) | Orchestra. Photo (pg 1, c5)",,"Borah Conference; Idaho editors and publishers conference; Student union building; Denny, Martin",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3317/filename/arg-1963-10-25.pdf
arg-1963-10-29,3328,"October 29th, 1963",1963-10-29,1963,"ASUI drama. Photo (pg 1, c1) | Elections (pg 1, c8) | Elections (pg 5, c1) | Freshmen vs. University of Washington freshmen. Photo (pg 4, c1) | Idaho editors and publishers conference (pg 2, c3) | KUOI (pg 1, c3) | New addition and remodeling. Photo (pg 1, c1) | University of Idaho vs. San Jose State. Photo (pg 4, c6) | University of Idaho vs. WSU (pg 1, c1) | Wallace complex (pg 1, c2)",,A Thurber Carnival'; Class officers; Class officers; Football; Idaho editors and publishers conference; KUOI; Student union building; Football; Wallace complex,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3328/filename/arg-1963-10-29.pdf
arg-1963-11-01,9892,"November 1st, 1963",1963-11-01,1963,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9892/filename/arg-1963-11-01.pdf
arg-1963-11-05,3331,"November 5th, 1963",1963-11-05,1963,"ASUI drama. Photo (pg 1, c2) | Campus television show (pg 5, c2) | Color girl. Photo (pg 3, c2) | Elections (pg 1, c6) | Public events (pg 1, c4) | Slates. Photos (pg 5, c1) | University of Idaho vs. WSU (pg 6, c1)",,"A Thurber Carnival'; 'Probe'; Navy ROTC; Class officers; White, T.H.; Class officers; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3331/filename/arg-1963-11-05.pdf
arg-1963-11-07,3379,"November 7th, 1963",1963-11-07,1963,"Community concert - Spokane (pg 1, c6) | Conference on music education (pg 1, c1) | Elections. Photo (pg 1, c2)",,"Merriman, Nan; Conference on music education; Class officers",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3379/filename/arg-1963-11-07.pdf
arg-1963-11-12,3390,"November 12th, 1963",1963-11-12,1963,"Big Sky championships. Photo (pg 4, c4) | Freshmen vs. WSC freshmen (pg 4, c1) | U of I vs. Arizona (pg 4, c6) | Walkathon - Battle of the Palouse debt payment (pg 1, c8)",,Track - Cross country; Football; Walkathon - Battle of the Palouse debt payment,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3390/filename/arg-1963-11-12.pdf
arg-1963-11-15,3420,"November 15th, 1963",1963-11-15,1963,"Photo (pg 1, c1)",,Walkathon - Battle of the Palouse debt payment,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3420/filename/arg-1963-11-15.pdf
arg-1963-11-19,3375,"November 19th, 1963",1963-11-19,1963,"Debate - U of I vs. Cambridge University (pg 1, c6) | History. Photo (pg 1, c7) | I.C.E.P. - Mock political convention (pg 1, c1) | Photo (pg 1, c1) | UI vs. Idaho state College (pg 4, c1) | Undergraduate program (pg 3, c6)",,Debate - vs. Cambridge University; The Idaho Argonaut; I.C.E.P. - Mock political convention; Walkathon - Battle of the Palouse debt payment; Football; National Science Foundation,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3375/filename/arg-1963-11-19.pdf
arg-1963-11-22,3376,"November 22nd, 1963",1963-11-22,1963,"Debate - U of I vs. Cambridge University (pg 1, c1) | Elections (pg 1, c6) | Regional convention (pg 1, c1) | University of Idaho women's drill team. Photo (pg 3, c4)",,Debate - vs. Cambridge University; Class officers; Intercollegiate Knights; Vandalettes,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3376/filename/arg-1963-11-22.pdf
arg-1963-11-26,3377,"November 26th, 1963",1963-11-26,1963,"Assassination, Nov 22, 1963. Photo (pg 1, c1) | Football (pg 4, c1)",,President John F Kennedy; Football,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3377/filename/arg-1963-11-26.pdf
arg-1963-12-03,3378,"December 3rd, 1963",1963-12-03,1963,"ASUI drama. Photo (pg 1, c1) | ASUI-activities council-Region 11 conference (pg 1, c6) | Formerly religions evaluation week (pg 1, c6) | Peace Corps (pg 1, c3) | Team (pg 4, c3) | Varsity team vs. University of Nevada (pg 4, c1)",,Niccolo and Nicolette; ASUI-activities council-Region 11 conference; Religion in Life conference; Peace Corps; Track - Cross country; Basketball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3378/filename/arg-1963-12-03.pdf
arg-1963-12-06,3380,"December 6th, 1963",1963-12-06,1963,"Admission requirements and regulations (pg 1, c6) | ASUI drama. Photo (pg 1, c1) | Bookstore, Student (pg 5, c1) | Football (pg 5, c4) | Library (pg 2, c2) | Peace Corps (pg 1, c3) | Peck, E,R, Professor of Physics (pg 2, c1)",,"Admission requirements and regulations; Niccolo and Nicolette; Bookstore, Student; Football; Library; Peace Corps; Peck, E,R, Professor of Physics",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3380/filename/arg-1963-12-06.pdf
arg-1963-12-10,3381,"December 10th, 1963",1963-12-10,1963,"ASUI-activities council-Region 11 conference (pg 1, c6) | Freshman team vs. Boise Junior College (pg 4, c6) | Gault Hall - snowball queen (pg 3, c5) | Photo (pg 1, c2) | President, University of Idaho (pg 1, c5)",,"ASUI-activities council-Region 11 conference; Basketball; Gault Hall - snowball queen; Holly Week; Theophilus, Donald R.",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3381/filename/arg-1963-12-10.pdf
arg-1963-12-13,3382,"December 13th, 1963",1963-12-13,1963,"Bookstore, Student (pg 2, c4) | Campus television show (pg 4, c1) | Photo (pg 1, c6) | Varsity team vs. Washington State College (pg 6, c6)",,"Bookstore, Student; 'Probe'; Holly Week; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3382/filename/arg-1963-12-13.pdf
arg-1963-12-17,3383,"December 17th, 1963",1963-12-17,1963,"Photo (pg 1, c3) | Photo (pg 3, c3) | Ski team (pg 4, c7) | University FM radio station (pg 1, c6) | Varsity team vs. Santa Barbara (pg 4, c7)",,Holly Week; Holly Queen; Ski team; KUID-FM; Basketball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3383/filename/arg-1963-12-17.pdf
arg-1964-01-08,3384,"January 8th, 1964",1964-01-08,1964,"Photo (pg 1, c1) | University of Idaho. Photos (pg 1, c1) | Varsity team at Oklahoma City tournament (pg 4, c1)",,"Bookstore, Student; Seventieth-fifth anniversary; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3384/filename/arg-1964-01-08.pdf
arg-1964-01-10,3385,"January 10th, 1964",1964-01-10,1964,"Hanson, Philip (pg 4, c6) | Peace Corps (pg 1, c7) | Selection (pg 1, c7)",,"Hanson, Philip; Peace Corps; University of Idaho president",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3385/filename/arg-1964-01-10.pdf
arg-1964-01-14,3386,"January 14th, 1964",1964-01-14,1964,"Debate - Inland Empire Debate tournament (pg 1, c4) | Freshmen team vs. WSC freshmen (pg 4, c7) | Initiates and tapping (pg 1, c2) | Library (pg 1, c7) | Library (pg 3, c2) | Play production class (pg 1, c1) | Varsity team vs. Montana State College (pg 4, c6)",,Debate - Inland Empire Debate tournament; Basketball; Sigma Tau; Library; Library; One-Act-Plays; Basketball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3386/filename/arg-1964-01-14.pdf
arg-1964-01-17,3387,"January 17th, 1964",1964-01-17,1964,"I.C.E.P. - Mock political convention (pg 1, c0) | National Science Foundation (pg 4, c4)",,I.C.E.P. - Mock political convention; National Science Foundation,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3387/filename/arg-1964-01-17.pdf
