subject,count
Registration - Procedure,36
Registration rules,1
Registration - Televised course availability,1
"Reicken, Hilda",1
"Reid, James",1
"Reid, Rolland",6
"Reierson, Daryl",1
"Reilly, Terry",1
"Reinhardt, Aurelia Henry",1
Reinstatement (after scholastic disqualification,1
"Reiter, Jack",1
"Reitz, Pete",1
Religion,10
Religion in Life conference,34
Religion in marriage,1
Religion on campus,4
Religions census,3
Religions education,2
Religions emphasis week,60
Religious evaluation week,10
Religious studies,3
Remedial courses,1
"Remsberg, Jane",5
"Remsberg, John D.",5
Renaissance fair,15
"Rene, Dick",1
"Renfrew, Edgar",3
"Renfrew, Malcolm",10
Renfrew hall,2
Renfrew lecture series,1
"Rennie, Jim",1
Rent increases,1
"Report on income, University of Idaho",2
Reprographics,1
Republican party,1
"Resa, Eivind",3
Research agreement,1
Research royalties,1
Reserve forces,1
Residence Hall Association,24
Residence hall council,15
Residence requirement,1
Resident advisors,2
Retention committee,3
"Retherford, Claude",1
"Retherford, J.E.",3
Returning students,2
Reunions,1
Review of campus queens for year,1
"Rey, George",1
"Reynolds, Clayton",1
"Reynolds, Colleen",1
"Reynolds, Frank",2
"Rhodes, Dick",2
"Rhyne, Edith",1
"Rice, Carl C.",1
"Rice, Charles Allen",1
"Rice, Dick",1
"Rice, Mickey",2
"Rich, George",1
"Rich, Ida Mae",1
"Rich, Lewis",1
"Rich, Sam",3
"Richards, Byron",1
"Richards, Herbert E.",1
"Richardson, Edward W.",1
"Richardson, George F.",1
"Richardson, Jim",1
"Richardson, Maxine",1
"Richardson, Thomas E.",1
"Richey, Evan",1
"Ricks, Marvin",3
"Ridenbaugh, Mrs. W.H.",1
Ridenbaugh Award,5
Ridenbaugh gallery exhibits,2
Ridenbaugh Hall,5
Rides - 'Share a Ride List',1
Ridge sting quartet,1
"Rierson, Ellen",1
"Ries, Miss Ardith",1
Rifle Club,21
Rifle match,36
Rifle range,1
Rifle shooting,1
Rifle target shoot,1
Rifle team,21
"Rigby, Ray",1
"Rigby, Tom",1
"Riggers, Stanley",1
"Riggers, Wilton",1
"Riley, Bud",2
"Rimlinger, James L.",1
"Rinehart, Edward F.",2
Ring Around Elizabeth',9
"Ringe, Don",1
"Ringert, Bill",1
"Ringgenberg, Clayton",1
"Ringheim, Byran",1
"Ritchie, Margaret",1
"Ritchie, Margaret A.",1
"Ritzheimer, Earl",1
"Roach, I.F.",1
"Roark, Burch",1
"Robb, Inez (Callaway)",1
"Robb, Newell S.",1
"Roberts, Betty Jo",5
"Roberts, Clive",2
"Roberts, George H.",7
"Roberts, Lorin W.",2
Robert Shaw Chorale,3
"Robertson, Alan R.",1
"Robertson, Fred",3
"Robertson, Henry",1
"Robertson, Kenneth",3
"Robertson, W.E.",1
"Robinson, Clayne",2
"Robinson, Delbert",1
"Robinson, Earl",1
"Robinson, Elizabeth",1
"Robinson, Jeff",3
"Robinson, Leroy George",1
"Robinson, Marilynne",1
"Robinson, Mark",1
"Robinson, Ole",2
"Robinson, Patsy Lou",1
"Rock, J. Richard",3
"Rock, John",1
"Rock, Richard",1
Rockafellers,1
Rock Climbing competition,1
Rock collection,1
Rock concerts,1
Rodeo,8
Rodeo (Vandal riders),19
Rodeo club,13
Rodeo club - indoor rodeo,3
Rodeo team,5
Rodeo team at Milton-Freewater intercollegiate rodeo,1
Rodoe team,12
"Rodriguez, Joe",1
"Roe, Ralph",1
"Roes, Christie",1
"Rogers, Arthur A.",1
"Rogers, Bob",1
"Rogers, Kenny",1
"Rogers, Wil",1
Roger Williams club,1
Rogues Gallery (dance),8
"Roise, Harold",10
"Rojan, Carol",6
"Rolland, Siegfried",2
"Romanio, Steven",3
Romantic Mr. Dickens',1
"Roming, Ronald (Nutz)",1
"Roos, Carolyn",1
"Roosevelt, Eleanor",4
"Roosevelt, Theodore",2
"Root, Richard Reed",1
Rooting prize - Harvard club,1
"Roper, Jack",1
"Rose, Alan",8
"Rose, Leonard",1
"Rosenthal, Eldon",1
"Roseveer, Dorothy",1
"Rosholt, John",1
"Roskelley, Renton",1
"Ross, C. Ben",1
"Ross, Jackie",1
"Ross, Jeri",4
"Ross, Richard",1
"Rossi, Marcello",1
"Rossman, Carol",1
"Rossous, John",1
Rotary club young artists' competition,1
"Roth, Charlene",2
Roundtable discussions,1
"Rounsawell, Wallace",4
"Rouyer, Al",3
"Rowberry, Joan",4
"Rowe, Galen",4
"Rowe, Patricia",1
"Rowlands, Jean",1
"Royer, David",1
"Roylance, Howard B.",1
Rubella outbreak,2
"Ruby, Bob",1
"Rucker, John",4
"Rudee, Cecil 'Bill'",1
"Rudisill, Maun",2
"Rudzitis, Gundars",1
"Rueese, Laura",1
"Ruehle, G.L.A.",1
Rugby,62
Run for Life' (Fundraiser),1
"Runnenberg, Lorenzo",2
"Runyan, William and Thora fellowship",1
"Rupp, Judy",1
"Rusch, Paul",1
"Rush, Dick",3
"Rush, Imo Gene",1
Rushing week - rules,9
"Russell, George",1
"Russell, Jim",4
"Russell, Ralph D.",1
"Russell, Verne",1
Russian language,3
Russian student editors visit,2
"Rust, John",2
"Rust, Paul",2
"Rutledge, Ann",1
"Ryan, Ben",1
"Ryan, Glen",1
"Ryan, Jerry",1
"Ryan, Mike",12
"Ryan, Paul",1
"Ryan, Robert",1
"Ryan, Ruth",2
S.A.I.,1
S.A.T.C. (Student Army Training Corp.),10
"Saad, Jim",9
Sabbatical leave,2
"Sackett, John",3
"Sackett, Melvin",3
SADD (Student Against Driving Drunk),2
Sadie Hawkin's day,2
Safety awareness committee,1
Safety hazards,1
"Saffo, Will",1
"Sagan, Hans",2
"Sage, Evan T.",2
Salary equity appropriation (Faculty),1
Sales tax issue,3
"Salisbury, Harrison",1
Salmon research,1
"Salo, Glenn W.",1
"Salyer, Kay",4
"Salyer, M. Rifus",1
"Samms, Virgil (Samie)",4
"Sampson, David",1
"Sampson, Robert Neil",1
"Samuelson, Don",4
"Samuelson, Everett V.",3
"Sander, George",1
"Sanders, Carolyn",1
"Sanders, Ernest",1
"Sanderson, Rabbi William A.",1
"Sandmeyer, Ruth",1
"Sandoval, Fred M. , Jr.",1
SANE (National committee for a Sane Nuclear policy,4
San Francisco ballet,1
"Sanger, Fred",1
"Sanner, Dale",1
"Sargert, Christy",1
"Sarpola, Ted",1
"Sarton, May",1
"Sasaki, Harold",1
"Saso, Dan",1
"Sasser, Garth",2
Satellite photo (Gift from Soviet Union),2
Satellite sub,4
Satellite uplink equipment,1
"Sather, Jim",6
Saturday brass quintet,1
Saturday classes,1
"Saul, William",1
"Savage, C.N.",1
"Savidge, Samual Leigh",4
"Sazonick, Nicholas",1
"Sazonick, Pamela",1
Scabbard and blade,16
Scanning electronic microscope,1
Scenes from plays,1
"Schaeffer, Reed",1
"Schaffer, B.J.",1
"Schaid, Arnold",2
"Scheel, Jim",1
"Scheer, Robert",1
"Scheid, Vernon E.",1
"Scheldrup, Sverre",1
"Schell, William R.",1
"Schierman, Albert N.",1
"Schiferl, Charles",1
"Schilafly, Phyllis",1
"Schild, Bob",1
"Schiller, Lloyd",1
"Schini, Bob",1
"Schlender, Lee",1
"Schlereth, Mark",1
"Schlesinger, Arthur M.",4
"Schmelzel, Loreen",1
"Schmid, Rosie",1
"Schmidt, Francis",7
"Schmirler, Dave",1
"Schmitz, Henry",1
"Schmitz, Orville",2
"Schneider, Marie",1
"Schnug, Jody",1
"Schoepflin, Frederick",1
"Schoepflin, Judith",1
Scholar's dorm,2
Scholarship Awards assembly,5
Scholarship committee rulings,1
Scholarship cups - University of Idaho,9
Scholarship endowments,1
Scholarship lists,1
Scholarship - out of state tuition refund,1
Scholarship research center,1
Scholarship rule changes,1
Scholarships,194
Scholarships and grants,64
Scholarships -Examination,1
Scholarship tests,1
Scholarship - University of Idaho yearly average,1
Scholastic awards,1
Scholastic honors,1
School of Education,14
School of Engineering,6
School of Forestry,29
School of Forestry - Established,4
School of Law,21
School of Mines,22
School of Music,8
School of Nursing,1
School of Practical Agriculture,3
School song,1
"Schoonover, Eric T.",1
"Schorer, Mark",4
"Schowalter, Clarence H.",1
"Schrack, C.V.",1
"Schreiber, Bob",1
"Schriener, Alexander",3
"Schroeder, William",1
"Schuldt, Agnes E.",1
"Schuldt, Lester L.",2
"Schulte, Barbara",2
"Schultz, Wally",1
"Schulze, Paul J.",1
"Schumann, Willa",2
"Schupfer, Beverly",1
"Schupfer, Maribel",1
"Schutte, Bill",1
"Schwab, Dick",1
"Schwantes, Carlos",2
"Schwantes, Mary",1
"Schwarts, Laverne",1
"Schwartz, Elwyn",5
"Schwendiman, Lyle",1
Science grants,1
Science hall,16
Science hall - construction,2
Science hall - contract,1
Science hall - southern branch,1
Scientific literacy,1
Scientific Misconduct policy,1
Scoring machine,1
"Scott, Bill",2
"Scott, Harvey",1
"Scott, Kenny",1
"Scott, Margaret",1
Sculpture,1
"Seader, J.D.",1
"Seale, Larry",1
Seal of the University of Idaho,1
"Seaman, Francis",1
"Seaman, Stephen Michael (Steve)",1
Search and Rescue organizations,2
"Sears, Forrest",2
Season tickets,1
"Seawell, Thomas",1
Second city touring company,3
Secretary of religious work,1
Secret Service',2
"Sedore, Robert N.",2
"Seeber, Mick",1
"Seeger, Leinaala",1
"Seeley, Mrs. T.A.",1
"Seely, C.I.",1
"Seely, Jim",2
"Seelye, Donald W.",2
"Seielstad, Ed",1
Seismograph system,1
"Seka, Otto",1
Selection of university president 1988-89,11
Selective service act,18
Self-defense seminar,1
Self government for men students,1
"Selke, George",1
"Selting, Leigh",2
"Seman, Steve",2
Semester calendar,1
Semester system,4
Senior awards,1
Senior day,5
Senior hall,3
Senior music revue,1
Senior picnic,1
Senior recognition,4
Senior sendoff,1
Seniors - final examination,5
Senior sneak,10
Senior week,10
Seniro lance,1
Sesquicentennial time capsule,1
"Sessions, Gary O.",3
"Sevall, Jim",1
Seventieth anniversary,1
Seventieth-fifth anniversary,2
Sex,8
Sex discrimination,2
Sex discrimination complaints,1
Sex ratio,5
Sexual assault,1
Sexual assault awareness week,2
Sexual harassment,2
Sexual health week,4
"Seymore, Robert",2
"Seymour, Bob",1
"Shadduck, Louise",2
Shade of difference,1
"Shafer, Bruce Tate",2
"Shaffer, Norma Jean",1
"Shafik, Doria",3
Shakespeare week,2
"Shanander, Patricia",1
Shanghai quartet,1
Shared leave policy,2
"Sharp, Duane",2
"Sharp, John",1
"Sharp, Lee A.",2
"Sharples, Patsy",17
"Shattuck, Charles Huston",4
"Shaw, A.O.",1
"Shaw, Jim",1
"Shea, Robert E.",1
"Shealy, Edward M.",1
Shearer scholarship,1
"Sheehy, John",1
Sheep barn fire,1
"Sheikh, Amtul Mannan S.",2
"Sheldon, Sidney Roby",1
"Shelton, Camille",1
"Shelton, Melvin",1
"Shenandoah, Joanne",2
"Shenon, Philip J.",1
"Shepard, Anthony P.",1
"Shepard, Geraldine",1
"Shepard, Stanley",1
"Shepard, Warren",1
"Sheppard, Richard (Dick)",5
"Sheppard, Rusty",2
"Sheran, Robert",1
"Sherman, Jay",1
"Sherman, Theodore",3
"Shetty, Kiran",1
"Shidler, John",1
"Shinn, W.R.",1
"Shireman, Al",1
"Shirley, Don",2
"Shoemaker, Denny",1
Short course on Rural Electrification,1
Short story contest,1
"Shoults, David R.",2
"Shoup, Richard L.",1
Shoup Hall (George L. Shoup Hall),1
"Shreeve, Jeanne M.",7
"Shryack, Wilma",1
"Shuette, William",1
"Shuldberg, Bill (William",3
"Shull, W.E.",2
"Shuller, Gunther",1
"Shumway, Holly",1
"Shumway, John N.",1
"Shurtliff, (Wes)",2
"Sibley, Earl A.",2
"Sickles, Ralph",2
Sidewalk surfing,1
"Sieckmann, Everett F.",3
"Siems, Peter",1
"Siepe, Cesare",1
"Sierk, Carl",2
"Sievers, Dawn",1
Sigma Alpha Epsilon,26
Sigma Alpha Epsilon Olympics (SAE Olympics),3
Sigma Alpha Epsilon Olympics (Sig Alph Olympics),17
Sigma Alpha Epsilon Violet queen,11
Sigma Alpha Iota,21
Sigma Chi,31
Sigma Chi sweetheart,25
Sigma Delta Chi,46
Sigma Delta Pi,3
Sigma Delta Psi,1
Sigma Gamma Epsilon,7
Sigma Nu,9
Sigma Omicron Beta,2
Sigma Pi Sigma,7
Sigma Tau,36
Sigma Xi,20
Signs,1
Silver and Gold days,5
Silver and Gold Waltz' - Idaho song,1
Silver lance,3
Silver lance - Initiates,3
"Simeon, Susanna",1
"Simmons, Barbara",2
"Simmons, Charles",1
"Simmons, Gary",19
"Simmons, George",4
"Simmons, J.L.",1
"Simmons, Rozlyn",1
"Simpson, Ardis",5
"Simpson, C.B.",3
"Simpson, J.M.",1
"Simpson, William R.",1
"Sinclair, Judy",1
"Sing, Senator, Sing'",1
"Singh, Jagat",1
Single University Chancellor system,1
"Sirmon, John",1
Sister Andrea Nenzel,1
Sister state agreement,1
"Sita, John",1
"Sitlinger, Albert",2
"Skaife, Jerry",8
Skating rink,13
"Skaug, Bruce",2
Ski (course),1
Ski bus,1
Ski club,6
Ski ground development,2
Skiing,93
"Skiles, David O.",1
"Skiles, Jerry",1
"Skiles, Vic",1
Ski lodge,3
"Skinner, Bill",4
"Skinner, Harold",1
"Skinner, Lynn",3
Skipping class,1
Ski run (on skyline drive),4
Skit contest,1
Ski team,93
Ski team - coach,1
Ski team member named 'All-American',1
Ski team - Northwest regional,2
Ski trip (Outdoor program),1
"Skjersoa, Norman H.",1
"Skog, Fred",1
"Skog, Marie",1
"Slade, Dick",1
"Slade, Michael C.",2
"Slate, Robyn",1
"Slaughter, Claire",1
"Slaughter, Dick",1
"Slaughter, Walter",1
"Slavin, Gayle",2
Sleeping Beauty,13
Slide donation,1
Slide imaging,1
Slide show 'A Day in the Life',1
"Sliepcevich, Elena",1
"Slinkard, A.E.",1
"Slipp, Albert W.",1
"Sloan, F.A.",1
"Sloan, William P.",1
"Sloat, Jim",1
"Slover, Clark",1
"Small, Rodney",2
"Smart, Steve",5
"Smiley, Charles J.",1
"Smirnoff, Yakov",1
"Smiset, Oscar",1
"Smith, Andrew W.",2
"Smith, Arthur L.",4
"Smith, Bob",1
"Smith, C. Shaw",2
"Smith, Chester F.",1
"Smith, Chris",1
"Smith, Dalton",1
"Smith, Dave Anthony",1
"Smith, E. Wayne",2
"Smith, Earl",4
"Smith, Gordon",1
"Smith, H.R.",1
"Smith, H. Sidwell",1
"Smith, Helen",1
"Smith, Henry",2
"Smith, Howard W.",1
"Smith, Ivy",1
"Smith, Jaune Quick-To-See",2
"Smith, Joel",2
"Smith, John",1
"Smith, John L.",3
"Smith, Kathryn",1
"Smith, Keith",1
"Smith, Kelvin Lee",1
"Smith, Kord",1
"Smith, Krista",1
"Smith, Laralle",2
"Smith, Laurence J.",1
"Smith, Linda",1
"Smith, Lyle",12
"Smith, Mary J.",1
"Smith, Ole",1
"Smith, Ray",8
"Smith, Richard J.",3
"Smith, Riley",4
"Smith, Robb",1
"Smith, Rollin",1
"Smith, Ruth M.",1
"Smith, Sharon",1
"Smith, Shawen",1
"Smith, Steven",1
"Smith, T.E.",1
"Smith, T.V.",3
"Smith, Thomas",1
"Smith, Todd",1
"Smith, Walt",1
"Smith, Willis",7
"Smithers, Betty Jo",1
Smith Lawrence,1
Smoking,3
"Smylie, Robert E.",15
"Smythe, Jerry",2
"Snedaker, Donald",1
"Snider, Hervon L.",3
"Snow, Edgar",2
Snowball fight,11
Snow ball fights causing trouble,4
Snow Hall,1
Snow removal,2
Snow sculpture,8
"Snyder, John A.",1
"Snyder, Robert",2
"Snyder, William H.",1
"Snyder, William W.",4
"Snyder, Woody",1
SOAR (Student Opportunity for Academic Renewal),2
"Sobotta, Karin",1
Soccer,75
Soccer club,5
Soccer matches,13
Social code,1
Social function,1
Social regulations,3
Social security refunds to students,1
Social security taxes,1
Social work department,1
Societa corelli,2
Society for Conservation Biology,1
Society of Automotive Engineers,3
Society of Sigma Xi,1
Society of Telecommunications Students,1
Sociology club,1
"Soden, Nan",3
"Soderlund, Peter Sparling",2
Softball,5
Soil judging team,1
"Sokolnikoff, Ivan S.",1
Solid waste cogeneration plant study,1
"Solinsky, Tom",1
"Solso, Robert L.",1
Song and stunt fest,5
Song fest,56
"Sonnenburg, Klaus",1
"Sonnichson, Sonnich",1
Sons of the American revolution,1
Sophomore frolic,3
"Sordoff, Judy",1
"Sorensen, Bert",1
"Sorensen, Jean",1
"Sorenson, Mourice",1
"Sorenson, Robert E.",1
Sororities,8
Sorority pledge parade,1
"Sorrell, Jackie",1
"Sorsby, Bill",3
"Soulin, Philip",2
Sound abound radio company (organization),1
"South, Donna Mae",1
Southeastern Idaho University club,1
Southern Idaho special,12
"Southwichk, Renae",1
Soviet rock groups,1
Soviet visitors,1
"Sowar, Don",1
"Sowder, Ray",2
"Space, James",1
"Spalding, Albert",1
S P A Literary society,1
"Spangler, R.L.",1
"Spangler, Richard J.",2
Spanish American War (Hagberg and Draper monument),8
Spanish American War (volunteers),1
Spanish American War statue,4
Spanish club,1
Spanish dancing troupe,1
"Spaugy, Art",3
"Spaugy, Ralph",1
"Spaulding, Peter",1
Special and general research programs,1
Special Olympics,2
Special services project,2
Speech-All Idaho tournament,6
Speech - Pacific Forensic League,1
Speech tournament (Speech 51),3
"Spence, John W.",1
"Spence, Kathy",1
"Spence, Paula",1
"Spence, R.L.",1
"Spence, Sally",1
"Spenke, Jonathan",1
Sphinx Forensic club,1
Spinsters skip,2
Spirit squad,1
"Spivakovsky, Tossy",1
"Spock, Benjamin",2
"Spoerhase, Jim",1
Spokane chamber of commerce marksmanship trophy,1
Sports Car Association (club),11
Sports - division schedules,1
Sports Highlights,1
Sports information directory,1
Sportsman's banquet,1
Sports review,1
Spousal accommodation,1
"Sprackland, Robert",1
"Sprague, Mrs. Paul W.",1
"Sprauge, Florence",1
Spring dance,1
Spring registration,33
Spur-O-Grams,1
Spurs,50
Spurs song fest,2
"Squance, William (Bill)",2
St. Augustine's Catholic center,9
"St. Clair, Clancy",1
"St. Clair, Robert",1
"St. Claire, Dick",1
"St. Claire, John",1
St. Luke's Hospital - Affiliated with the University Bacteriology department,1
"St. Marie, Michael",1
St. Vincent Track member,1
Staff pay increases,1
"Stageberry, Oswald C.R.",2
"Stahley, J. Neil (Skip)",18
"Staley, Carolyn Sanderson",1
"Staley, Nadine",1
"Staley, W.W.",5
"Stalick, Tom",1
"Stalings, Richard",1
"Stallworth, Nick",2
"Stamm, Carl",1
"Stanfield, Bob",1
"Stanton, Claudine",1
"Stanton, Frank",4
"Stanton, Richard",1
"Starbuck, Edwin D.",1
"Stark, George",1
"Starke, Lyle",2
"Starker, James",1
"Starr, Charles",2
Star trek fest,1
State Board of Education,41
State Idaho Loyalty Oath,9
State legislators,2
State legislature,1
State of North Idaho,1
State of the Union',1
State research program,1
State seal,1
State system of junior colleges,2
State taxes,1
State typing contest,2
Statewide plan for higher education,4
Statewide university programs exchange,4
Statistical service center,1
"Stauber, Eric",1
"Stauber, Eugene C.",1
"Stavik, Olaf",5
Steam tunnels,5
"Stearns, H. Myrl",1
"Steckler, Rick",2
"Steele, George",2
"Steele, James",5
Steel house,10
"Steffens, Walter",8
"Stein, Howard Edward",1
"Steinem, Gloria",1
"Steiner, Randy",1
"Steinman, D.B.",1
"Stemmler, Lodi",1
"Stephens, Aubrey",1
"Stephens, Carolyn",1
"Stephens, Ray (Fat)",2
"Stephens, W.L.",1
Stepping stones,3
Steriod use,1
"Sterling, Irene",2
"Sterling, Maud",1
"Stern, Isaac",2
"Steunenber, George",1
"Stevens, Keith",1
"Stevenson, Elizabeth",1
"Steward, Charles A.",2
"Steward, Frank P.",1
"Steward, Marilyn",6
"Steward, Randall",1
"Steward, Walter (HY)",1
"Stiles, Dick",2
Stillinger Trust Housing,4
"Stimson, Edward S. (Dean)",3
"Stivers, Vernon (Skippy)",6
"Stock, Molly",1
"Stockesberry, Walter",2
Stock show at inter state fair,1
"Stoddard, Merle",6
"Stoll, Dean C.",2
"Stone, Clarence D.",1
"Stone, L.F.",1
"Stone, Wesley C.",3
"Stoneman, Bill",1
Stonewater rapture,2
"Stoor, Jack",1
"Storer, Eugene",2
"Storm, Leo",1
"Stough, Howard B.",3
"Stowe, Mike",1
"Stowell, Harold",7
"Strack, Dave",2
"Stradley, Horace R.",1
Strangest kind of romance,2
"Strate, E.M.",1
"Straw, Dick",1
Streaking,2
"Streit, Clarence",1
"Stringer, William H.",2
"Strohbehn, Edward B.",1
"Strohmeyer, Larry",2
"Stromberg, Nels",1
"Stromvall, Gilbert F.",1
"Stroschein, Tom",2
"Stubberud, Allen",1
Student activities board,3
Student advisory council,1
Student advisory services,16
Student Affairs office,1
Student alumni relation board,3
Student American Institute of Physics,1
Student Art Association,4
Student Athletics Advisory council,1
Student automobiles,2
Student awards,1
Student Bar Association,9
Student bill of rights,24
Student campaign drive,1
Student coaches,1
Student coalition to remove unethical bureaucrats (SCRUB),6
Student code of conduct,12
Student committee for equality in education,3
Student concerns forum,1
Student counseling center,24
Student depression,1
Student directory,14
Student employment bureau (office),2
Student evaluation of teaching programs and teachers,5
Student evaluations of teachers,1
Student events council,1
Student facilities fee,1
Student - Faculty committees,4
Student - Faculty forum,1
Student - Faculty ratio,2
Student faculty recital,1
Student - Faculty relations,1
Student - Faculty retreat,23
Student - Faculty workshop,2
Student files,1
Student financial aid,32
Student firefighter,2
Student for a better university,2
Student for America,1
Student for Idaho education,1
Student government party,19
Student handbook,5
Student health center,22
Student health fair,1
Student health Insurance,4
Student health service,6
Student honoraries,1
Student hostess association,3
Student housing,32
Student humanist association,2
Student Idaho Education Association,4
Student immorality,1
Student injured in fall from dorm,1
Student insurance,9
Student International Association,1
Student judicial council,14
Student judicial system,2
Student labor day,1
Student leader privileges,2
Student leadership conference retreat,1
Student leadership program,1
Student loans,28
Student marriage,2
Student - Moscow businessmen relations,1
Student National Education Association,1
Student newspaper,1
Student organization's fund,1
Student pastor,3
Student preoccupation with grades,1
Student recreation,3
Student recruitment,32
Student referendum,1
Student relief fund for Europe,1
Student religions census,1
Student reporters,1
Student representation on university committees,1
Student representative assembly,10
Student rights,2
Students,3
Students against racism,1
Students charged in courts,4
Students concerned about money (SCAM),2
Students entertainment course,1
Students for a democratic society (SDS),1
Students for individual liberty,1
Students for Peace,1
Students for peace and cannabis action network (CAN),1
Students for suicide tablets,1
Students for support of Central America,1
Students for University improvement,1
Students in accidents,5
"Students in bars, taverns, etc.",1
Students in support of Central America,2
Students international association,1
Student sport managers,1
Student support services,3
Student talent tour,3
Student teaching,12
Student tennis managers,1
Student union activities board,3
Student union advisory board,1
Student union board,1
Student union building,182
Student union building committee,5
Student voter registration week,1
Student wages,1
Student wellness program,1
Study room - University of Idaho,1
Study space,6
"Stuebbe, Judy",2
"Stump, George",3
"Stump, Sharon",2
"Sturgess, Virginia",1
"Subia, Joe",3
SUB Sound-Off',1
"Suey, Wong Lee",1
"Sugg, Tom",1
Suicide,7
"Sulerud, George L.",1
"Sullivan, Brain",1
"Sullivan, J.Kirk",1
"Sullivan, John L.",2
"Sullivan, L. Lloyd",1
"Sullivan, Mike",1
"Sullivan, William J.",1
Summer employment,1
Summer fest (outdoor concert),1
"Summers, Bruce",2
Summer school,82
Summer school at Boise,1
Summer session,10
Summer sessions abroad,1
Summer start program,1
Summer study programs,1
Summer Sun,1
Summer theater,25
"Sumpter, Castleman Harvey (Fat)",2
"Sundberg, Keith",2
"Sundberg, Ross",4
"Sundby, Anne",1
"Sundet, Sherman",1
"Supronwicz, Konrad",1
"Surface, Pat",1
"Surles, Bob",1
Surveillance activities,1
Survey of Moscow precincts,1
Susana and Jose,1
"Sutton, Arthur O.",1
"Sutton, Wayne",1
Swabbie Ski shop,1
"Swagerty, William",3
"Swam, Art",1
"Swam, Pat",1
"Swanson, Theodore Abel",1
"Swartz, Don",2
Swastika flies second time,1
"Swayne, Sam and Zoa",1
"Sweeney, Bruce",2
"Sweeney, Joe Jr.",1
Sweeny Intersociety Debate trophy,1
"Sweet, Ava",1
"Sweet, Bell M.",1
"Sweet, M. Belle",2
"Sweet, Margaret A.",2
"Sweet, Wilbur",1
"Sweet, Willis",2
"Sweetwood, Charles",1
"Swenson, Allen",3
"Swim, Arthur L.",1
Swimming,301
Swimming center,3
Swimming pool,1
Swimming team,68
"Swindler, William F.",1
"Swisher, Ferry",3
"Symms, Ginger",1
"Symms, Steve",3
Syringa: Idaho reflections,1
"Syversen, Kris",1
"Tafolla, Leo",4
"Taft, William Howard",1
"Taggart, Jay",1
"Takahashi, Lee",1
Take Back the Night,1
"Talboy, Thomas",3
Talisman house,17
"Talkington, Chris",1
Talking With,2
Talks on Marriage and Religion,1
"Tallant, Jim",2
Tamarack Ski area,3
"Tangen-Foster, Jim",2
"Tanner, Shirley",1
"Tapper, Lyle",4
Targhee hall,2
Tartuffe (Miliere),8
"Tate, Stanton",5
"Tate, Suzanne",1
"Tatko, Louise",1
"Tatko, Margaret",1
"Taufen, Cladyne",1
Tau Kappa Epsilon (TKE),19
Tau Kappa Iota,3
Tau Mem Alpha,2
Tau Omega,1
Taxi dance,3
Tax increase to fund education,2
"Taylor, Alan",1
"Taylor, Alice Joy",1
"Taylor, Angel",2
"Taylor, Casady",1
"Taylor, Chris",1
"Taylor, Clifford A.",1
"Taylor, Duane",1
"Taylor, E.P.",1
"Taylor, Eugene",3
"Taylor, J.B.",1
"Taylor, Jackie",4
"Taylor, John",2
"Taylor, Leon B.",1
"Taylor, Lloyd (Red)",1
"Taylor, Paul (Pete)",3
"Taylor, T. Ivan",1
"Taylor, Verne L.",1
"Taylor, William",1
Taylor ranch,1
Teacher-course rating plan,4
Teacher education,1
Teacher evaluation,13
Teacher training institute,2
Teach-In (Gulf crisis),1
Teaching assistant salaries,1
Teaching forum,1
Teaching jobs,1
Tech Degrees - Boise State University,1
"Tedesco, Sal Vatare",1
"Tedrick, Andy",1
"Tegan, Joanne",1
Telecommunications program,1
Telephone - central campus switchboard,6
Telephone service,4
Telescope - NASA,1
Television - campus closed circuit network,8
Television center,2
Television - educational,5
"Telford, Harold",3
"Temple, C.E.",1
Temporary dormitories,1
Tenants association,1
"Tenney, Charles W.",1
"Tenney, William H,",3
Tennis,367
Tennis courts,2
Tennis tournament,1
"Tenny, C.W.",1
Tenure,45
Tenured faculty - job elimination,8
"Terrell, W. Glenn",1
"Terry, Irving (Chick)",1
"Tessier, Bob",6
Test anxiety,1
Test files,1
Test taking tips,1
"Teutch, Jean",1
Tevebaugh,3
Textbook buyback,1
Textbook complaints,1
Textbooks,1
Textbook shortage,1
Textbooks - Stolen,1
Thanksgiving car crash,1
Thanksgiving vocation,4
"Thayer, Debbie",1
The (Oriole) Nest,2
The 4-H club,13
The 5 Keys to Excellence,1
Theatre Arts,1
Theatre Arts Department,9
Theatre organ - University auditorium,8
Theatre - production and direction,2
Theatre productions,2
Theatre set designing,1
Theatre tickets,2
The Boor',2
The Bucket,11
The children's hour,2
The Comedy of Errors,3
The Cradle Song,5
The Crucible,6
The Devil Take Her',2
The Diversity,2
The Elwetas,6
The Fish Bowl,1
The Happiest Millionaire',4
The House of Bernarda Alba,6
The Idaho Argonaut,121
The Idaho Argonaut -'Crossing 60' issue,1
The Idaho Argonaut anniversary,1
The Idaho Argonaut - April fool issue,12
The Idaho Argonaut - Board,1
The Idaho Argonaut - Daily Smirker,1
The Idaho Miner,1
The Idaho Student Farmer,4
"Theis, Sam",1
The Letterman,3
"The lion in the Winter, James Goldman",2
The Love Talker' - Play,1
The Madwoman of Chaillot,4
The Nest,1
The Nugget (Blue Bucket),1
The Nutcracker (Ballet),2
"Theobald, Robert",3
Theologies,2
"Theophilus, Donald Jr.",6
"Theophilus, Donald R.",35
Theophilus Tower,16
Theophilus trophy award,1
The Outstanding Forester,2
The Perch,10
The Quill,2
"Theriault, Terry",1
